Invoice ID,Branch,City,Payment,cogs,gross margin percentage,gross income,Rating
272-27-9238,C,Naypyitaw,Cash,164.96,4.761904762,8.248,7.1
834-25-9262,C,Naypyitaw,Cash,326.72,4.761904762,16.336,9.1
122-61-9553,C,Naypyitaw,Cash,461.88,4.761904762,23.094,5.6
468-88-0009,A,Yangon,Cash,263.76,4.761904762,13.188,6
613-59-9758,C,Naypyitaw,Cash,143.6,4.761904762,7.18,5.4
254-31-0042,A,Yangon,Credit card,193.5,4.761904762,9.675,7.8
201-86-2184,B,Mandalay,Cash,183.82,4.761904762,9.191,9.9
261-12-8671,B,Mandalay,Credit card,121.92,4.761904762,6.096,4.9
730-70-9830,C,Naypyitaw,Ewallet,420.66,4.761904762,21.033,5.2
382-25-8917,C,Naypyitaw,Cash,252.48,4.761904762,12.624,8.9
422-29-8786,A,Yangon,Credit card,335.45,4.761904762,16.7725,9.1
667-23-5919,A,Yangon,Ewallet,483.5,4.761904762,24.175,7
843-01-4703,B,Mandalay,Credit card,318.42,4.761904762,15.921,9.6
743-88-1662,C,Naypyitaw,Ewallet,668.43,4.761904762,33.4215,8.7
595-86-2894,C,Naypyitaw,Ewallet,387.92,4.761904762,19.396,9.4
182-69-8360,B,Mandalay,Credit card,94.6,4.761904762,4.73,4
289-15-7034,A,Yangon,Credit card,329.32,4.761904762,16.466,7.5
462-78-5240,C,Naypyitaw,Cash,53.22,4.761904762,2.661,4.2
868-52-7573,B,Mandalay,Cash,498.45,4.761904762,24.9225,9.9
153-58-4872,C,Naypyitaw,Ewallet,299.56,4.761904762,14.978,4.2
662-72-2873,A,Yangon,Ewallet,204.7,4.761904762,10.235,9.9
525-88-7307,B,Mandalay,Cash,75.82,4.761904762,3.791,5.8
689-16-9784,C,Naypyitaw,Cash,280.62,4.761904762,14.031,6
725-56-0833,A,Yangon,Credit card,323.2,4.761904762,16.16,10
394-41-0748,C,Naypyitaw,Ewallet,486.63,4.761904762,24.3315,9.5
596-42-3999,B,Mandalay,Credit card,127.54,4.761904762,6.377,6.6
541-89-9860,C,Naypyitaw,Cash,241.44,4.761904762,12.072,8.1
173-82-9529,B,Mandalay,Cash,379.5,4.761904762,18.975,9.7
563-36-9814,A,Yangon,Ewallet,76.82,4.761904762,3.841,7.2
308-47-4913,A,Yangon,Credit card,522.6,4.761904762,26.13,6.2
885-17-6250,A,Yangon,Ewallet,79.74,4.761904762,3.987,7.3
726-27-2396,A,Yangon,Ewallet,387.5,4.761904762,19.375,4.3
316-01-3952,A,Yangon,Ewallet,271.35,4.761904762,13.5675,4.6
760-54-1821,B,Mandalay,Cash,122.31,4.761904762,6.1155,5.8
793-10-3222,B,Mandalay,Credit card,246.36,4.761904762,12.318,8.3
346-12-3257,B,Mandalay,Cash,173.16,4.761904762,8.658,8
110-05-6330,C,Naypyitaw,Credit card,236.58,4.761904762,11.829,9.4
651-61-0874,C,Naypyitaw,Credit card,184.88,4.761904762,9.244,6.2
236-86-3015,C,Naypyitaw,Ewallet,13.98,4.761904762,0.699,9.8
831-64-0259,B,Mandalay,Ewallet,198.75,4.761904762,9.9375,9.6
587-03-7455,C,Naypyitaw,Ewallet,684.53,4.761904762,34.2265,4.9
882-40-4577,A,Yangon,Credit card,269.04,4.761904762,13.452,8
732-67-5346,A,Yangon,Credit card,68.95,4.761904762,3.4475,7.8
725-32-9708,B,Mandalay,Cash,274.84,4.761904762,13.742,4.1
256-08-8343,A,Yangon,Ewallet,226.12,4.761904762,11.306,5.5
372-26-1506,C,Naypyitaw,Ewallet,119.1,4.761904762,5.955,5.4
244-08-0162,B,Mandalay,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,B,Mandalay,Ewallet,43.74,4.761904762,2.187,6.9
132-23-6451,A,Yangon,Cash,104.85,4.761904762,5.2425,7.8
696-90-2548,A,Yangon,Ewallet,77.52,4.761904762,3.876,6.6
472-15-9636,A,Yangon,Ewallet,407.44,4.761904762,20.372,9.2
268-03-6164,B,Mandalay,Ewallet,96.11,4.761904762,4.8055,7.8
750-57-9686,C,Naypyitaw,Credit card,181.52,4.761904762,9.076,8.7
186-09-3669,C,Naypyitaw,Ewallet,81.51,4.761904762,4.0755,9.2
848-07-1692,B,Mandalay,Ewallet,114.44,4.761904762,5.722,8.3
745-71-3520,A,Yangon,Cash,176.54,4.761904762,8.827,8.2
266-76-6436,C,Naypyitaw,Ewallet,115.8,4.761904762,5.79,7.5
740-22-2500,C,Naypyitaw,Cash,252.15,4.761904762,12.6075,9.8
271-88-8734,C,Naypyitaw,Credit card,972.1,4.761904762,48.605,8.7
301-81-8610,B,Mandalay,Credit card,203.36,4.761904762,10.168,6.7
489-64-4354,C,Naypyitaw,Cash,16.28,4.761904762,0.814,5
198-84-7132,B,Mandalay,Cash,365.49,4.761904762,18.2745,7
269-10-8440,A,Yangon,Cash,372.19,4.761904762,18.6095,8.9
650-98-6268,B,Mandalay,Credit card,62.61,4.761904762,3.1305,8
741-73-3559,B,Mandalay,Cash,336.35,4.761904762,16.8175,6.9
325-77-6186,A,Yangon,Ewallet,906.5,4.761904762,45.325,7.3
286-75-7818,B,Mandalay,Credit card,138.16,4.761904762,6.908,6.9
574-57-9721,C,Naypyitaw,Ewallet,86.54,4.761904762,4.327,5.7
459-50-7686,A,Yangon,Ewallet,140.76,4.761904762,7.038,6.4
616-87-0016,B,Mandalay,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,B,Mandalay,Credit card,47.44,4.761904762,2.372,6.8
751-69-0068,C,Naypyitaw,Ewallet,893.16,4.761904762,44.658,9
257-73-1380,C,Naypyitaw,Ewallet,331.72,4.761904762,16.586,9.6
345-08-4992,A,Yangon,Credit card,203.94,4.761904762,10.197,7.7
549-96-4200,C,Naypyitaw,Ewallet,68.16,4.761904762,3.408,7
810-60-6344,C,Naypyitaw,Credit card,326.88,4.761904762,16.344,6.5
450-28-2866,C,Naypyitaw,Cash,87.2,4.761904762,4.36,8.1
394-30-3170,B,Mandalay,Credit card,707.44,4.761904762,35.372,4.3
138-17-5109,A,Yangon,Credit card,802.89,4.761904762,40.1445,6.5
192-98-7397,C,Naypyitaw,Ewallet,12.78,4.761904762,0.639,9.5
301-11-9629,A,Yangon,Cash,133.7,4.761904762,6.685,9.7
390-80-5128,B,Mandalay,Credit card,19.15,4.761904762,0.9575,9.5
235-46-8343,C,Naypyitaw,Credit card,276.6,4.761904762,13.83,8.9
453-12-7053,C,Naypyitaw,Credit card,137.22,4.761904762,6.861,6.5
296-11-7041,B,Mandalay,Credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,B,Mandalay,Credit card,39.12,4.761904762,1.956,9.6
891-01-7034,B,Mandalay,Cash,448.26,4.761904762,22.413,6.7
744-09-5786,B,Mandalay,Cash,132.06,4.761904762,6.603,7.6
727-17-0390,A,Yangon,Ewallet,318.05,4.761904762,15.9025,4.8
568-88-3448,A,Yangon,Ewallet,25,4.761904762,1.25,5.5
187-83-5490,A,Yangon,Cash,83.08,4.761904762,4.154,4.7
767-54-1907,B,Mandalay,Cash,147.8,4.761904762,7.39,6.9
710-46-4433,B,Mandalay,Credit card,696.6,4.761904762,34.83,4.5
533-33-5337,B,Mandalay,Cash,793.9,4.761904762,39.695,6.2
325-90-8763,C,Naypyitaw,Cash,465.7,4.761904762,23.285,7.6
729-46-7422,C,Naypyitaw,Credit card,35.89,4.761904762,1.7945,7.9
639-76-1242,C,Naypyitaw,Cash,202.6,4.761904762,10.13,4.5
234-03-4040,B,Mandalay,Credit card,730.5,4.761904762,36.525,8.7
326-71-2155,C,Naypyitaw,Cash,295.8,4.761904762,14.79,6.1
320-32-8842,C,Naypyitaw,Cash,22.62,4.761904762,1.131,6.4
470-32-9057,A,Yangon,Credit card,256.7,4.761904762,12.835,9.1
878-30-2331,C,Naypyitaw,Credit card,545.5,4.761904762,27.275,7.1
440-59-5691,C,Naypyitaw,Credit card,260.05,4.761904762,13.0025,7.7
554-53-3790,B,Mandalay,Cash,222.12,4.761904762,11.106,4.5
746-19-0921,C,Naypyitaw,Ewallet,21.58,4.761904762,1.079,7.2
233-34-0817,C,Naypyitaw,Cash,98.84,4.761904762,4.942,8.4
767-05-1286,C,Naypyitaw,Ewallet,502.62,4.761904762,25.131,5.4
340-21-9136,A,Yangon,Cash,160.2,4.761904762,8.01,9.7
405-31-3305,A,Yangon,Credit card,431.3,4.761904762,21.565,5.5
731-59-7531,B,Mandalay,Cash,580.56,4.761904762,29.028,4.6
676-39-6028,A,Yangon,Cash,322.2,4.761904762,16.11,6.6
502-05-1910,A,Yangon,Credit card,195.54,4.761904762,9.777,6.3
485-30-8700,A,Yangon,Credit card,166.3,4.761904762,8.315,4.2
598-47-9715,C,Naypyitaw,Ewallet,336.28,4.761904762,16.814,4.4
701-69-8742,B,Mandalay,Ewallet,343.7,4.761904762,17.185,6.7
575-67-1508,A,Yangon,Ewallet,38.6,4.761904762,1.93,6.7
541-08-3113,C,Naypyitaw,Cash,527.76,4.761904762,26.388,8.4
246-11-3901,C,Naypyitaw,Cash,328,4.761904762,16.4,6.2
674-15-9296,A,Yangon,Ewallet,185.7,4.761904762,9.285,5
305-18-3552,B,Mandalay,Cash,603.8,4.761904762,30.19,6
493-65-6248,C,Naypyitaw,Credit card,369.8,4.761904762,18.49,7
438-01-4015,B,Mandalay,Ewallet,197.96,4.761904762,9.898,6.6
709-58-4068,B,Mandalay,Cash,410.9,4.761904762,20.545,7.3
795-49-7276,A,Yangon,Ewallet,148.6,4.761904762,7.43,8.3
556-72-8512,C,Naypyitaw,Cash,22.96,4.761904762,1.148,4.3
627-95-3243,B,Mandalay,Ewallet,699.12,4.761904762,34.956,9.8
686-41-0932,B,Mandalay,Ewallet,69.4,4.761904762,3.47,8.2
510-09-5628,A,Yangon,Credit card,196.6,4.761904762,9.83,7.2
608-04-3797,B,Mandalay,Ewallet,202.56,4.761904762,10.128,8.7
148-82-2527,C,Naypyitaw,Credit card,121.2,4.761904762,6.06,8.4
437-53-3084,B,Mandalay,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,B,Mandalay,Cash,607.36,4.761904762,30.368,5.5
556-97-7101,C,Naypyitaw,Cash,126.44,4.761904762,6.322,8.5
862-59-8517,C,Naypyitaw,Cash,541.44,4.761904762,27.072,6.2
401-18-8016,B,Mandalay,Cash,98.13,4.761904762,4.9065,8.9
420-18-8989,A,Yangon,Cash,412.16,4.761904762,20.608,9.6
277-63-2961,B,Mandalay,Credit card,73.97,4.761904762,3.6985,5.4
573-98-8548,C,Naypyitaw,Ewallet,31.9,4.761904762,1.595,9.1
620-02-2046,C,Naypyitaw,Ewallet,138.8,4.761904762,6.94,9
282-35-2475,B,Mandalay,Cash,186.62,4.761904762,9.331,6.3
511-54-3087,B,Mandalay,Credit card,88.45,4.761904762,4.4225,9.5
726-29-6793,A,Yangon,Ewallet,193.44,4.761904762,9.672,9.8
387-49-4215,B,Mandalay,Cash,145.5,4.761904762,7.275,6.7
862-17-9201,B,Mandalay,Credit card,504.3,4.761904762,25.215,7.7
291-21-5991,B,Mandalay,Cash,306.45,4.761904762,15.3225,7
602-80-9671,C,Naypyitaw,Credit card,95.7,4.761904762,4.785,5.1
347-72-6115,B,Mandalay,Credit card,635.18,4.761904762,31.759,6.2
209-61-0206,A,Yangon,Ewallet,214.55,4.761904762,10.7275,6.1
595-27-4851,A,Yangon,Ewallet,379.96,4.761904762,18.998,9.3
189-52-0236,A,Yangon,Cash,696.85,4.761904762,34.8425,7.6
503-07-0930,C,Naypyitaw,Credit card,408.73,4.761904762,20.4365,8.2
413-20-6708,C,Naypyitaw,Ewallet,51.47,4.761904762,2.5735,8.5
425-85-2085,B,Mandalay,Ewallet,274.3,4.761904762,13.715,9.8
521-18-7827,C,Naypyitaw,Credit card,196.95,4.761904762,9.8475,8.7
220-28-1851,A,Yangon,Ewallet,69.46,4.761904762,3.473,9.7
600-38-9738,C,Naypyitaw,Credit card,359.6,4.761904762,17.98,4.3
734-91-1155,B,Mandalay,Credit card,137.13,4.761904762,6.8565,7.7
451-28-5717,C,Naypyitaw,Cash,499.02,4.761904762,24.951,7.3
609-81-8548,A,Yangon,Credit card,224.64,4.761904762,11.232,5.9
133-14-7229,C,Naypyitaw,Cash,125.74,4.761904762,6.287,5
534-01-4457,A,Yangon,Credit card,490.26,4.761904762,24.513,8
719-89-8991,A,Yangon,Ewallet,457.05,4.761904762,22.8525,7.1
286-62-6248,B,Mandalay,Credit card,156.84,4.761904762,7.842,9
339-38-9982,B,Mandalay,Ewallet,119.72,4.761904762,5.986,6.7
827-44-5872,B,Mandalay,Credit card,543.6,4.761904762,27.18,6.1
827-77-7633,A,Yangon,Cash,882.81,4.761904762,44.1405,9.3
287-83-1405,A,Yangon,Ewallet,152.58,4.761904762,7.629,7
435-13-4908,A,Yangon,Credit card,693.44,4.761904762,34.672,7.2
857-67-9057,B,Mandalay,Ewallet,229.5,4.761904762,11.475,8.2
236-27-1144,C,Naypyitaw,Ewallet,146.79,4.761904762,7.3395,8.4
892-05-6689,A,Yangon,Ewallet,141.6,4.761904762,7.08,6.2
583-41-4548,C,Naypyitaw,Ewallet,116.69,4.761904762,5.8345,7.4
339-12-4827,B,Mandalay,Credit card,73.96,4.761904762,3.698,5
643-38-7867,A,Yangon,Ewallet,97.94,4.761904762,4.897,6.9
308-81-0538,A,Yangon,Credit card,292.2,4.761904762,14.61,4.9
358-88-9262,C,Naypyitaw,Ewallet,524.88,4.761904762,26.244,5.1
460-35-4390,A,Yangon,Ewallet,92.04,4.761904762,4.602,9.1
343-87-0864,C,Naypyitaw,Credit card,75.88,4.761904762,3.794,7.1
173-50-1108,B,Mandalay,Credit card,80.72,4.761904762,4.036,5
243-47-2663,C,Naypyitaw,Credit card,112.62,4.761904762,5.631,5.5
841-18-8232,B,Mandalay,Credit card,71.2,4.761904762,3.56,9.2
701-23-5550,B,Mandalay,Ewallet,155.24,4.761904762,7.762,4.9
647-50-1224,A,Yangon,Ewallet,294.2,4.761904762,14.71,8.9
541-48-8554,A,Yangon,Credit card,548.55,4.761904762,27.4275,6
539-21-7227,B,Mandalay,Cash,257.7,4.761904762,12.885,4.2
213-32-1216,A,Yangon,Cash,396.36,4.761904762,19.818,7.3
747-58-7183,B,Mandalay,Ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,B,Mandalay,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,B,Mandalay,Cash,524.16,4.761904762,26.208,9.7
399-69-4630,C,Naypyitaw,Credit card,133.26,4.761904762,6.663,8.6
134-75-2619,A,Yangon,Cash,135.24,4.761904762,6.762,6.9
356-44-8813,B,Mandalay,Credit card,112.44,4.761904762,5.622,7.7
198-66-9832,B,Mandalay,Cash,144.08,4.761904762,7.204,9.5
283-26-5248,C,Naypyitaw,Ewallet,985.2,4.761904762,49.26,4.5
712-39-0363,A,Yangon,Ewallet,249.96,4.761904762,12.498,5.6
218-59-9410,A,Yangon,Ewallet,217.26,4.761904762,10.863,8.2
174-75-0888,B,Mandalay,Cash,194.22,4.761904762,9.711,7.3
866-99-7614,C,Naypyitaw,Credit card,892,4.761904762,44.6,4.4
134-54-4720,B,Mandalay,Ewallet,339.36,4.761904762,16.968,5.7
760-90-2357,A,Yangon,Ewallet,447.06,4.761904762,22.353,5
514-37-2845,B,Mandalay,Cash,198.5,4.761904762,9.925,9
698-98-5964,A,Yangon,Credit card,812.1,4.761904762,40.605,6.3
718-57-9773,C,Naypyitaw,Credit card,493.3,4.761904762,24.665,9.4
651-88-7328,A,Yangon,Cash,591.66,4.761904762,29.583,7.7
241-11-2261,B,Mandalay,Credit card,559.02,4.761904762,27.951,5.5
408-26-9866,C,Naypyitaw,Ewallet,517.86,4.761904762,25.893,4.1
834-83-1826,B,Mandalay,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,B,Mandalay,Cash,266.7,4.761904762,13.335,8.6
239-48-4278,A,Yangon,Ewallet,70.91,4.761904762,3.5455,8.3
355-34-6244,B,Mandalay,Credit card,144.78,4.761904762,7.239,8.1
550-84-8664,A,Yangon,Credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,B,Mandalay,Ewallet,569.17,4.761904762,28.4585,6.3
458-61-0011,B,Mandalay,Cash,241.2,4.761904762,12.06,5.8
592-34-6155,C,Naypyitaw,Ewallet,127.08,4.761904762,6.354,6.2
797-88-0493,A,Yangon,Cash,257.08,4.761904762,12.854,7.7
207-73-1363,B,Mandalay,Ewallet,139.02,4.761904762,6.951,8.1
390-31-6381,C,Naypyitaw,Cash,81.66,4.761904762,4.083,7.3
443-82-0585,A,Yangon,Cash,310.72,4.761904762,15.536,8.4
339-18-7061,C,Naypyitaw,Credit card,185.96,4.761904762,9.298,8
359-90-3665,B,Mandalay,Credit card,72.32,4.761904762,3.616,9.5
375-72-3056,B,Mandalay,Ewallet,189.18,4.761904762,9.459,7
127-47-6963,A,Yangon,Credit card,206.84,4.761904762,10.342,9.8
278-86-2735,A,Yangon,Cash,157.02,4.761904762,7.851,9.2
695-28-6250,A,Yangon,Ewallet,215.3,4.761904762,10.765,7.7
379-17-6588,C,Naypyitaw,Cash,596.1,4.761904762,29.805,5.3
227-50-3718,A,Yangon,Cash,73.1,4.761904762,3.655,4.4
302-15-2162,C,Naypyitaw,Credit card,279.18,4.761904762,13.959,4.3
788-07-8452,C,Naypyitaw,Ewallet,169.68,4.761904762,8.484,9.4
560-49-6611,A,Yangon,Cash,45.58,4.761904762,2.279,9.8
880-35-0356,A,Yangon,Ewallet,225.6,4.761904762,11.28,4.8
585-11-6748,B,Mandalay,Cash,290.4,4.761904762,14.52,5.3
470-31-3286,B,Mandalay,Credit card,44.46,4.761904762,2.223,8.7
152-68-2907,A,Yangon,Credit card,156.6,4.761904762,7.83,9.5
123-35-4896,C,Naypyitaw,Ewallet,419.94,4.761904762,20.997,5.3
258-69-7810,C,Naypyitaw,Cash,184.25,4.761904762,9.2125,9.2
334-64-2006,A,Yangon,Ewallet,140.64,4.761904762,7.032,9.6
219-61-4139,C,Naypyitaw,Ewallet,83.08,4.761904762,4.154,6.4
881-41-7302,C,Naypyitaw,Credit card,64.99,4.761904762,3.2495,4.5
373-09-4567,C,Naypyitaw,Ewallet,775.6,4.761904762,38.78,6.9
642-30-6693,B,Mandalay,Ewallet,327.06,4.761904762,16.353,7.8
484-22-8230,C,Naypyitaw,Cash,363.23,4.761904762,18.1615,4.5
830-58-2383,B,Mandalay,Cash,127,4.761904762,6.35,8.6
559-98-9873,A,Yangon,Ewallet,375.55,4.761904762,18.7775,5.2
544-32-5024,C,Naypyitaw,Credit card,199.16,4.761904762,9.958,6.4
318-12-0304,A,Yangon,Ewallet,30.61,4.761904762,1.5305,5.2
349-97-8902,B,Mandalay,Ewallet,115.78,4.761904762,5.789,8.9
421-95-9805,A,Yangon,Credit card,28.96,4.761904762,1.448,6.2
277-35-5865,C,Naypyitaw,Cash,890.73,4.761904762,44.5365,6.7
789-23-8625,B,Mandalay,Cash,279.66,4.761904762,13.983,7.2
284-54-4231,C,Naypyitaw,Credit card,80.93,4.761904762,4.0465,9
443-59-0061,A,Yangon,Ewallet,674.5,4.761904762,33.725,4.2
509-29-3912,A,Yangon,Ewallet,348.48,4.761904762,17.424,4.2
327-40-9673,B,Mandalay,Cash,435.6,4.761904762,21.78,6.9
840-19-2096,C,Naypyitaw,Ewallet,439.55,4.761904762,21.9775,4.4
828-46-6863,A,Yangon,Credit card,591.18,4.761904762,29.559,4
641-96-3695,C,Naypyitaw,Ewallet,260.76,4.761904762,13.038,8.5
420-97-3340,A,Yangon,Credit card,215.04,4.761904762,10.752,9.2
436-54-4512,A,Yangon,Cash,91.61,4.761904762,4.5805,9.8
670-79-6321,B,Mandalay,Credit card,662.13,4.761904762,33.1065,4.9
852-62-7105,B,Mandalay,Credit card,832.5,4.761904762,41.625,4.4
598-06-7312,B,Mandalay,Cash,91.35,4.761904762,4.5675,6.8
135-13-8269,B,Mandalay,Cash,157.76,4.761904762,7.888,9.1
816-57-2053,A,Yangon,Ewallet,121.74,4.761904762,6.087,8.7
628-90-8624,B,Mandalay,Cash,825.8,4.761904762,41.29,5
856-66-2701,A,Yangon,Ewallet,159.9,4.761904762,7.995,7.5
308-39-1707,A,Yangon,Credit card,12.09,4.761904762,0.6045,8.2
149-61-1929,A,Yangon,Credit card,641.9,4.761904762,32.095,6.7
655-07-2265,A,Yangon,Ewallet,234.93,4.761904762,11.7465,5.4
589-02-8023,A,Yangon,Credit card,167.54,4.761904762,8.377,7
420-04-7590,B,Mandalay,Ewallet,299.1,4.761904762,14.955,4.7
182-88-2763,B,Mandalay,Credit card,239.73,4.761904762,11.9865,5
188-55-0967,B,Mandalay,Credit card,664.7,4.761904762,33.235,5
610-46-4100,A,Yangon,Credit card,202.65,4.761904762,10.1325,6
318-81-2368,C,Naypyitaw,Cash,46.2,4.761904762,2.31,6.3
364-33-8584,B,Mandalay,Cash,88.15,4.761904762,4.4075,8.5
665-63-9737,B,Mandalay,Ewallet,157.26,4.761904762,7.863,7.5
695-09-5146,B,Mandalay,Ewallet,296.37,4.761904762,14.8185,6.4
155-45-3814,C,Naypyitaw,Ewallet,708.4,4.761904762,35.42,4.7
794-32-2436,B,Mandalay,Ewallet,111.34,4.761904762,5.567,6
131-15-8856,C,Naypyitaw,Credit card,580.16,4.761904762,29.008,4
273-84-2164,C,Naypyitaw,Ewallet,60.25,4.761904762,3.0125,5.5
706-36-6154,A,Yangon,Ewallet,174.24,4.761904762,8.712,8.7
778-89-7974,C,Naypyitaw,Cash,421.26,4.761904762,21.063,7.4
574-31-8277,B,Mandalay,Cash,33.63,4.761904762,1.6815,5.6
859-71-0933,C,Naypyitaw,Cash,30.98,4.761904762,1.549,6.3
740-11-5257,C,Naypyitaw,Cash,247.4,4.761904762,12.37,7.1
369-82-2676,B,Mandalay,Ewallet,378.3,4.761904762,18.915,7.8
563-47-4072,B,Mandalay,Cash,334.86,4.761904762,16.743,9.9
742-04-5161,A,Yangon,Cash,727.8,4.761904762,36.39,7.3
149-15-7606,B,Mandalay,Ewallet,335.88,4.761904762,16.794,5.1
133-77-3154,B,Mandalay,Credit card,240.72,4.761904762,12.036,9.4
169-52-4504,A,Yangon,Credit card,47.07,4.761904762,2.3535,5.8
250-81-7186,C,Naypyitaw,Credit card,99.69,4.761904762,4.9845,8
562-12-5430,A,Yangon,Ewallet,264.45,4.761904762,13.2225,7.9
816-72-8853,A,Yangon,Cash,139.65,4.761904762,6.9825,5.9
491-38-3499,A,Yangon,Credit card,55.45,4.761904762,2.7725,4.9
322-02-2271,B,Mandalay,Cash,128.91,4.761904762,6.4455,9.3
842-29-4695,C,Naypyitaw,Credit card,119.98,4.761904762,5.999,7.9
725-67-2480,B,Mandalay,Credit card,352.5,4.761904762,17.625,5.9
641-51-2661,C,Naypyitaw,Credit card,871,4.761904762,43.55,9.9
714-02-3114,C,Naypyitaw,Cash,197.6,4.761904762,9.88,7.7
518-17-2983,A,Yangon,Ewallet,194.52,4.761904762,9.726,7.6
779-42-2410,B,Mandalay,Ewallet,173.22,4.761904762,8.661,7.7
190-14-3147,B,Mandalay,Ewallet,71.88,4.761904762,3.594,6.4
408-66-6712,C,Naypyitaw,Ewallet,286.26,4.761904762,14.313,4.4
679-22-6530,B,Mandalay,Credit card,81.24,4.761904762,4.062,4.1
588-47-8641,A,Yangon,Ewallet,560.4,4.761904762,28.02,4.4
642-61-4706,B,Mandalay,Cash,186.8,4.761904762,9.34,5.5
576-31-4774,B,Mandalay,Ewallet,220.23,4.761904762,11.0115,4
556-41-6224,C,Naypyitaw,Credit card,269.12,4.761904762,13.456,9.3
811-03-8790,A,Yangon,Credit card,454.8,4.761904762,22.74,4.8
242-11-3142,B,Mandalay,Cash,167.54,4.761904762,8.377,4.6
752-23-3760,B,Mandalay,Credit card,448.56,4.761904762,22.428,7.3
274-05-5470,A,Yangon,Cash,293.88,4.761904762,14.694,6
648-94-3045,C,Naypyitaw,Ewallet,589.5,4.761904762,29.475,8.1
130-67-4723,A,Yangon,Ewallet,291,4.761904762,14.55,9.4
528-87-5606,B,Mandalay,Cash,39.48,4.761904762,1.974,6.5
320-85-2052,B,Mandalay,Credit card,34.81,4.761904762,1.7405,7
370-96-0655,C,Naypyitaw,Ewallet,295.92,4.761904762,14.796,7.1
105-10-6182,A,Yangon,Ewallet,42.96,4.761904762,2.148,6.6
510-79-0415,B,Mandalay,Ewallet,138.48,4.761904762,6.924,4.9
241-96-5076,B,Mandalay,Credit card,98.2,4.761904762,4.91,6.4
767-97-4650,B,Mandalay,Credit card,129.66,4.761904762,6.483,8
648-83-1321,A,Yangon,Cash,635.6,4.761904762,31.78,4.3
173-57-2300,C,Naypyitaw,Cash,145.76,4.761904762,7.288,6.1
305-03-2383,A,Yangon,Cash,201.3,4.761904762,10.065,7.5
394-55-6384,C,Naypyitaw,Cash,631.71,4.761904762,31.5855,6.7
266-20-6657,C,Naypyitaw,Ewallet,385.28,4.761904762,19.264,5.2
689-05-1884,A,Yangon,Cash,486.3,4.761904762,24.315,8.8
196-01-2849,C,Naypyitaw,Cash,513.66,4.761904762,25.683,9.5
372-62-5264,C,Naypyitaw,Cash,473.4,4.761904762,23.67,7.6
800-09-8606,A,Yangon,Cash,436.85,4.761904762,21.8425,6.6
182-52-7000,A,Yangon,Ewallet,108.16,4.761904762,5.408,6.9
826-58-8051,B,Mandalay,Ewallet,248.76,4.761904762,12.438,4.3
868-06-0466,A,Yangon,Credit card,626.22,4.761904762,31.311,7.8
751-41-9720,C,Naypyitaw,Ewallet,975,4.761904762,48.75,8
626-43-7888,C,Naypyitaw,Ewallet,483.28,4.761904762,24.164,9.6
176-64-7711,B,Mandalay,Credit card,96.96,4.761904762,4.848,4.3
191-29-0321,B,Mandalay,Credit card,197.7,4.761904762,9.885,5
729-06-2010,B,Mandalay,Cash,724.23,4.761904762,36.2115,9.2
640-48-5028,B,Mandalay,Cash,795.51,4.761904762,39.7755,6.3
186-79-9562,B,Mandalay,Cash,502.39,4.761904762,25.1195,8.9
834-45-5519,B,Mandalay,Ewallet,172,4.761904762,8.6,7.6
162-65-8559,C,Naypyitaw,Cash,68.98,4.761904762,3.449,4.8
760-27-5490,C,Naypyitaw,Ewallet,124.96,4.761904762,6.248,9.1
445-30-9252,A,Yangon,Ewallet,77.1,4.761904762,3.855,6.1
786-94-2700,A,Yangon,Cash,483.72,4.761904762,24.186,9.1
728-88-7867,C,Naypyitaw,Ewallet,302.12,4.761904762,15.106,8.3
183-21-3799,C,Naypyitaw,Ewallet,698.67,4.761904762,34.9335,7.2
268-20-3585,C,Naypyitaw,Ewallet,124.65,4.761904762,6.2325,6
735-32-9839,C,Naypyitaw,Ewallet,789.6,4.761904762,39.48,8.5
258-92-7466,A,Yangon,Credit card,178.4,4.761904762,8.92,6.6
857-16-3520,A,Yangon,Ewallet,500.22,4.761904762,25.011,4.5
482-17-1179,A,Yangon,Credit card,35.82,4.761904762,1.791,8.1
788-21-5741,A,Yangon,Credit card,136.14,4.761904762,6.807,7.2
821-14-9046,B,Mandalay,Credit card,104.88,4.761904762,5.244,6.1
418-05-0656,B,Mandalay,Cash,178.92,4.761904762,8.946,7.1
678-79-0726,C,Naypyitaw,Cash,815.67,4.761904762,40.7835,5.1
776-68-1096,B,Mandalay,Credit card,132.36,4.761904762,6.618,7.9
592-46-1692,C,Naypyitaw,Cash,257.39,4.761904762,12.8695,7.4
434-35-9162,B,Mandalay,Ewallet,93.36,4.761904762,4.668,7.4
149-14-0304,C,Naypyitaw,Cash,228,4.761904762,11.4,6.6
442-44-6497,C,Naypyitaw,Credit card,166.71,4.761904762,8.3355,5.9
174-64-0215,B,Mandalay,Credit card,697.4,4.761904762,34.87,8.9
